2	1044.41976918	288.080324292
3	985.919437754	161.560341426
4	929.565444641	131.539761049
5	886.62700012	120.278621575
6	856.516962626	115.603707971
7	836.914617091	113.75060455
8	824.73068905	113.602187538
9	818.337828706	114.58345309
10	816.246476743	116.271086645
11	817.176086763	118.494912191
12	821.327730257	121.177685475
13	827.087117048	124.243037687
14	833.795084971	127.667441696
15	841.792659768	131.378476958
16	851.442271999	135.420438885
17	862.523419986	139.681330517
18	874.019888343	144.231618932
19	887.069683257	149.047778869
20	900.285171829	154.065837686
21	913.849558837	159.242861211
22	927.841018537	164.584397682
23	942.051475302	170.009732716
24	956.56998751	175.503957855
25	971.41133004	181.049841257
26	986.441710765	186.565614127
27	1001.82447157	191.988385316
28	1017.35153682	197.285802738
29	1033.1862484	202.396520508
30	1049.34338119	207.278022277
31	1065.61174762	211.89614209
32	1082.13912991	216.195714564
33	1098.99591481	220.146538048
34	1116.10392209	223.735641545
35	1133.45925503	226.94273706
36	1150.98373337	229.693160712
37	1168.5991769	231.946746882
38	1186.52453937	233.687288511
39	1204.75592406	234.896100865
40	1223.06658372	235.5723001
41	1241.60175937	235.709490001
42	1260.13755747	235.302776377
43	1278.82207273	234.312877811
44	1297.50626585	232.732009621
45	1316.56108206	230.587079892
46	1335.91176557	227.902288158
47	1355.40927708	224.693393257
48	1374.97886079	220.971157268
49	1394.69432791	216.74668422
50	1414.77805667	212.057670916
51	1435.00723192	206.938908819
52	1455.60677012	201.436202657
53	1476.20782736	195.594116833
54	1496.73869374	189.455523303
55	1517.4247934	183.046046515
56	1538.49155043	176.419423169
57	1559.86725494	169.626184693
58	1581.55448055	162.714365941
59	1603.40723384	155.725668745
60	1625.42808844	148.699320668
61	1647.915626	141.68260287
62	1670.27252234	134.712799028
63	1692.71744586	127.835427786
64	1715.54334845	121.094285198
65	1738.37463048	114.523946551
66	1761.50424385	108.161952452
67	1784.77943945	102.039915148
68	1808.49316916	96.1886445953
69	1832.41840036	90.6318264906
70	1856.69951795	85.3936148023
71	1881.18522897	80.4932862948
72	1905.87863212	75.948781913
73	1930.70999875	71.7709837809
74	1955.68388371	67.9687703406
75	1980.87912539	64.5485721993
76	2006.22599512	61.5108331351
77	2031.80333128	58.8569607634
78	2057.68997222	56.5798892445
79	2083.7419058	54.6723870017
80	2110.11225388	53.1243211799
81	2136.72994511	51.9197386516
82	2163.66710426	51.0456748063
83	2190.8459464	50.4820827285
84	2218.33725358	50.2092329414
85	2245.98895738	50.2013932163
86	2273.87183986	50.4386913463
87	2302.20525007	50.8914821731
88	2330.53998558	51.5338379554
89	2359.24396246	52.3421722688
90	2388.16511226	53.2875571132
91	2417.22638982	54.3409251681
92	2446.57655951	55.4792674694
93	2476.21655848	56.6746237221
94	2505.92447337	57.8995936427
95	2535.92409183	59.1298710676
96	2565.919217	60.3432610812
97	2596.35648704	61.5172243411
98	2627.01398859	62.6329317181
99	2657.74409177	63.669516554
100	2688.77058426	64.6109119088
101	2719.94583619	65.4409689865
102	2751.64220221	66.1502119089
103	2783.26635145	66.7264410507
104	2815.11635507	67.161714103
105	2847.1188667	67.4501716987
106	2879.34910701	67.5856621784
107	2911.51087912	67.5725396306
108	2944.05082119	67.4062349024
109	2976.74701985	67.0906381806
110	3009.52612877	66.6291778694
111	3042.46303971	66.0289823502
112	3075.55704557	65.2989761881
113	3108.88139386	64.4439851713
114	3142.2864816	63.4785566142
115	3175.91983982	62.414399043
116	3209.55758201	61.2622301825
117	3243.49580623	60.0381335715
118	3277.58490947	58.7542119766
119	3311.67528876	57.4275015866
120	3345.91447512	56.0681693957
121	3380.15286557	54.6992325134
122	3414.46370762	53.3304393239
123	3448.84596531	51.9745366402
124	3483.29860264	50.6498590914
125	3517.74630013	49.3690596181
126	3552.26230532	48.1428638002
127	3586.77129871	46.9849862392
128	3621.27224433	45.9050676244
129	3655.83838969	44.9129547964
130	3690.39441533	44.0169579638
131	3724.93961893	43.226299657
132	3759.5489165	42.5448541026
133	3794.07470717	41.9777219166
134	3828.59224063	41.5285168414
135	3863.10248304	41.1956393246
136	3897.45783355	40.9812992241
137	3931.80782534	40.8846085416
138	3966.07914107	40.9040276824
139	4000.1241799	41.032292411
140	4034.24104201	41.2659626949
141	4068.13355954	41.6003098095
142	4102.02554918	42.0266267532
143	4135.84369359	42.5354882055
144	4169.44039192	43.1211521658
145	4202.89089385	43.7703570588
146	4236.41901605	44.4733277829
147	4269.58002366	45.2191077877
148	4302.59773336	45.9978889579
149	4335.54739482	46.7950829087
150	4368.2071237	47.6015332405
151	4400.72611507	48.4023460007
152	4432.95507768	49.1899388591
153	4465.04151619	49.9500343258
154	4496.91008474	50.673654162
155	4528.55972098	51.3490522403
156	4559.84079557	51.9655915251
157	4591.04938017	52.5159509379
158	4621.96156193	52.9909925107
159	4652.5762785	53.3823257843
160	4682.96675103	53.6851233656
